,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
1519,,Not able to access ERP,Not able to access ERP,1,1,1,17-03-2023 00:45,Access,ERP,,,,,,
1520,,Not able to access ERP,Not able to access ERP,1,1,1,18-03-2023 00:45,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1521,,Sap password reset,Forgot sap password need reset,1,1,1,19-03-2023 00:45,Login,SAP,,,,,,
1522,,Sap password reset,Forgot sap password need reset,1,1,1,20-03-2023 00:45,Login,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,18.0,17-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1523,,Windows account locked,windows account locked need urgently,1,1,2,21-03-2023 00:45,Login,Windows,,,,,,
1524,,Windows account locked,windows account locked need urgently,1,1,2,22-03-2023 00:45,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1525,,sap crashing,sap crashing,1,1,2,23-03-2023 00:45,Crash,SAP,,,,,,
1526,,windows updated some features not working,Windows update done and now some features are not working,5,1,6,24-03-2023 00:45,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,
1527,,sap crashing,sap crashing,1,1,2,25-03-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1528,,Laptop battery,Laptop battery draining,1,1,2,26-03-2023 00:45,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1530,,Laptop battery,Laptop battery draining,1,1,2,28-03-2023 00:45,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1535,,reset password,I forgot my sap account password.Want to reset it.,3,1,1,05-03-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1536,,visual studio code,visual studio code licence expired,3,1,2,06-03-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1537,,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,07-03-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1538,,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,01-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1539,,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,02-03-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1540,,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1541,,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,04-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1552,,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,15-03-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1553,,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,16-03-2023 00:45,Login,Skype,,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1554,,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,17-03-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1555,,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,18-03-2023 00:45,Configuration,Outlook,,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1556,,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,16-03-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1557,,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,17-03-2023 00:45,Report,Engineering_tool,,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1558,,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,18-03-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1559,,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,16-03-2023 00:45,Page_not_load,Hr_tool,,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1560,,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,17-03-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1561,,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,18-03-2023 00:45,Login,Outlook,,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1573,,reset password,I forgot my sap account password.Want to reset it.,3,1,1,08-03-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1574,,visual studio code,visual studio code licence expired,3,1,2,09-03-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1575,,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,10-03-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1576,,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,11-03-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1582,,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,17-03-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1583,,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,18-03-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1585,,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,20-03-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1594,,Laptop battery,Laptop battery draining,1,1,2,29-03-2023 00:45,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
1595,,erp crash,erp crash,5,1,1,30-03-2023 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
